Latitude (decimal degrees):	49.220
Longitude (decimal degrees):	-123.055
Elevation (m):	99
Radiation database:	PVGIS-NSRDB


Slope: 36 deg. (optimum)
Azimuth: 10 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20130331:1900,724.57,772.64,136.93,13.54,42.07,15.4,1.66,0.0
20130331:2000,786.59,851.87,144.38,14.35,44.8,16.09,2.07,0.0
20130331:2100,792.56,858.84,145.72,14.09,44.03,16.65,2.28,0.0
20130331:2200,744.17,792.06,142.13,12.82,39.92,17.02,2.41,0.0
20130331:2300,640.34,659.09,132.23,10.64,33.26,17.2,2.41,0.0
20130401:0000,476.07,466.2,114.65,7.74,25.2,17.11,2.28,0.0
20130401:0100,267.74,250.02,87.19,4.45,15.89,16.61,2.07,0.0
20130401:0200,55.96,54.5,41.41,1.31,6.16,15.6,2.28,0.0
20130401:0300,0.0,0.0,0.0,0.0,0.0,14.03,2.48,0.0
20130401:0400,0.0,0.0,0.0,0.0,0.0,12.33,2.48,0.0
20130401:0500,0.0,0.0,0.0,0.0,0.0,10.84,2.28,0.0
20130401:0600,0.0,0.0,0.0,0.0,0.0,9.62,1.86,0.0
20130401:0700,0.0,0.0,0.0,0.0,0.0,9.47,0.83,0.0
20130401:0800,0.0,0.0,0.0,0.0,0.0,8.71,1.24,0.0
20130401:0900,0.0,0.0,0.0,0.0,0.0,6.89,2.0,0.0
20130401:1000,0.0,0.0,0.0,0.0,0.0,6.61,2.41,0.0
20130401:1100,0.0,0.0,0.0,0.0,0.0,6.45,2.48,0.0
20130401:1200,0.0,0.0,0.0,0.0,0.0,6.32,2.41,0.0
20130401:1300,0.0,0.0,0.0,0.0,0.0,6.34,2.48,0.0
20130401:1400,0.0,0.0,0.0,0.0,0.0,6.57,2.62,0.0
20130401:1500,46.15,43.81,45.81,2.76,10.52,7.76,2.62,0.0
20130401:1600,244.81,228.75,81.48,6.1,20.11,10.4,2.62,0.0
20130401:1700,461.19,440.6,106.93,9.27,29.07,11.98,2.97,0.0
20130401:1800,632.48,631.37,125.33,11.88,36.79,12.89,3.1,0.0
20130401:1900,750.92,774.88,137.67,13.66,42.46,12.75,3.03,0.0
20130401:2000,811.22,854.04,143.89,14.45,45.19,13.26,3.1,0.0
20130401:2100,813.79,859.64,146.45,14.19,44.39,13.63,2.97,0.0
20130401:2200,759.5,792.95,141.56,12.9,40.25,13.91,2.76,0.0
20130401:2300,652.08,657.26,132.8,10.7,33.55,14.0,2.76,0.0
20130402:0000,483.68,463.34,115.09,7.78,25.46,13.86,2.76,0.0
20130402:0100,271.26,247.94,87.57,4.49,16.14,13.47,2.69,0.0
20130402:0200,58.47,55.99,42.23,1.37,6.4,12.67,2.62,0.0
20130402:0300,0.0,0.0,0.0,0.0,0.0,11.76,2.76,0.0
20130402:0400,0.0,0.0,0.0,0.0,0.0,10.98,2.83,0.0
20130402:0500,0.0,0.0,0.0,0.0,0.0,10.38,2.76,0.0
20130402:0600,0.0,0.0,0.0,0.0,0.0,9.7,2.69,0.0
20130402:0700,0.0,0.0,0.0,0.0,0.0,8.7,2.28,0.0
20130402:0800,0.0,0.0,0.0,0.0,0.0,8.59,2.14,0.0
20130402:0900,0.0,0.0,0.0,0.0,0.0,8.75,2.0,0.0
20130402:1000,0.0,0.0,0.0,0.0,0.0,8.89,1.93,0.0
20130402:1100,0.0,0.0,0.0,0.0,0.0,8.86,2.21,0.0
20130402:1200,0.0,0.0,0.0,0.0,0.0,8.52,2.62,0.0
20130402:1300,0.0,0.0,0.0,0.0,0.0,8.05,2.76,0.0
20130402:1400,0.0,0.0,0.0,0.0,0.0,7.65,2.9,0.0
20130402:1500,0.0,0.0,3.61,0.08,10.86,7.67,2.97,0.0
20130402:1600,4.59,0.0,14.42,0.31,20.46,7.82,3.1,0.0
20130402:1700,7.47,0.0,18.93,0.41,29.43,8.29,3.17,0.0
20130402:1800,98.0,0.0,127.1,2.76,37.17,9.06,3.1,0.0
20130402:1900,107.9,0.0,138.82,3.02,42.85,10.0,2.62,0.0
20130402:2000,97.22,0.0,127.1,2.76,45.58,10.45,2.41,0.0
20130402:2100,127.03,2.8,157.99,3.47,44.76,10.79,2.41,0.0
20130402:2200,78.67,0.0,106.37,2.31,40.58,11.17,2.48,0.0
20130402:2300,70.74,0.0,97.35,2.12,33.84,11.34,2.48,0.0
20130403:0000,49.03,0.0,72.11,1.57,25.72,11.41,2.48,0.0
20130403:0100,37.74,0.0,58.59,1.27,16.38,11.23,2.41,0.0
20130403:0200,8.57,0.0,20.73,0.45,6.64,10.63,2.07,0.0
20130403:0300,0.0,0.0,0.0,0.0,0.0,9.84,1.86,0.0
20130403:0400,0.0,0.0,0.0,0.0,0.0,9.1,1.66,0.0
20130403:0500,0.0,0.0,0.0,0.0,0.0,8.59,1.79,0.0
20130403:0600,0.0,0.0,0.0,0.0,0.0,8.06,2.07,0.0
20130403:0700,0.0,0.0,0.0,0.0,0.0,7.36,1.52,0.0
20130403:0800,0.0,0.0,0.0,0.0,0.0,6.98,2.07,0.0
20130403:0900,0.0,0.0,0.0,0.0,0.0,6.98,2.21,0.0
20130403:1000,0.0,0.0,0.0,0.0,0.0,6.6,2.0,0.0
20130403:1100,0.0,0.0,0.0,0.0,0.0,6.11,1.86,0.0
20130403:1200,0.0,0.0,0.0,0.0,0.0,5.99,1.93,0.0
20130403:1300,0.0,0.0,0.0,0.0,0.0,5.92,2.07,0.0
20130403:1400,0.0,0.0,0.85,0.02,1.42,5.91,2.21,0.0
20130403:1500,4.64,0.0,14.42,0.31,11.2,6.37,2.07,0.0
20130403:1600,48.21,0.0,70.31,1.53,20.81,8.21,1.59,0.0
20130403:1700,175.09,28.8,186.05,4.47,29.79,9.84,0.97,0.0
20130403:1800,382.73,185.86,272.49,8.31,37.54,11.07,0.62,0.0
20130403:1900,569.12,407.36,286.15,11.27,43.24,12.16,1.03,0.0
20130403:2000,574.6,363.43,330.3,11.33,45.97,12.89,2.14,0.0
20130403:2100,530.2,302.42,335.6,10.54,45.12,13.25,2.21,0.0
20130403:2200,511.21,316.77,301.38,9.88,40.9,13.24,1.52,0.0
20130403:2300,303.29,116.74,247.91,6.55,34.13,13.46,1.66,0.0
20130404:0000,319.57,202.99,179.54,5.98,25.98,12.86,1.79,0.0
20130404:0100,155.19,88.45,108.82,3.23,16.62,12.2,1.03,0.0
20130404:0200,33.55,17.94,40.37,1.04,6.88,11.74,1.72,0.0
20130404:0300,0.0,0.0,0.0,0.0,0.0,11.11,2.0,0.0
20130404:0400,0.0,0.0,0.0,0.0,0.0,10.06,1.38,0.0
20130404:0500,0.0,0.0,0.0,0.0,0.0,8.52,1.52,0.0
20130404:0600,0.0,0.0,0.0,0.0,0.0,7.67,1.93,0.0
20130404:0700,0.0,0.0,0.0,0.0,0.0,7.26,2.0,0.0
20130404:0800,0.0,0.0,0.0,0.0,0.0,6.73,2.07,0.0
20130404:0900,0.0,0.0,0.0,0.0,0.0,6.63,2.0,0.0
20130404:1000,0.0,0.0,0.0,0.0,0.0,6.89,2.28,0.0
20130404:1100,0.0,0.0,0.0,0.0,0.0,7.08,2.14,0.0
20130404:1200,0.0,0.0,0.0,0.0,0.0,7.27,2.0,0.0
20130404:1300,0.0,0.0,0.0,0.0,0.0,7.6,2.14,0.0
20130404:1400,0.0,0.0,3.38,0.08,1.76,7.78,2.14,0.0
20130404:1500,18.59,0.0,34.25,0.74,11.54,8.19,1.86,0.0
20130404:1600,60.51,0.0,84.73,1.84,21.15,8.71,1.45,0.0
20130404:1700,17.08,0.0,32.45,0.71,30.15,9.54,1.38,0.0
20130404:1800,54.68,0.0,78.42,1.71,37.92,10.13,1.66,0.0
20130404:1900,135.63,3.91,167.09,3.68,43.63,10.66,0.97,0.0
20130404:2000,180.83,12.14,210.41,4.72,46.36,11.84,1.72,0.0
20130404:2100,52.06,0.0,75.72,1.65,45.49,11.32,1.59,0.0
20130404:2200,36.96,0.0,57.69,1.25,41.23,11.11,1.1,0.0
20130404:2300,17.6,0.0,33.35,0.73,34.42,11.2,1.03,0.0
20130405:0000,15.6,0.0,30.65,0.67,26.24,10.96,1.17,0.0
20130405:0100,6.19,0.0,17.13,0.37,16.87,10.62,1.59,0.0
20130405:0200,1.09,0.0,8.11,0.18,7.12,10.18,1.72,0.0
20130405:0300,0.0,0.0,0.0,0.0,0.0,9.7,1.86,0.0
20130405:0400,0.0,0.0,0.0,0.0,0.0,9.38,2.76,0.0
20130405:0500,0.0,0.0,0.0,0.0,0.0,9.61,4.0,0.0
20130405:0600,0.0,0.0,0.0,0.0,0.0,9.75,4.83,0.0
20130405:0700,0.0,0.0,0.0,0.0,0.0,9.73,5.03,0.0
20130405:0800,0.0,0.0,0.0,0.0,0.0,9.59,4.69,0.0
20130405:0900,0.0,0.0,0.0,0.0,0.0,9.36,4.14,0.0
20130405:1000,0.0,0.0,0.0,0.0,0.0,9.28,3.45,0.0
20130405:1100,0.0,0.0,0.0,0.0,0.0,9.17,3.24,0.0
20130405:1200,0.0,0.0,0.0,0.0,0.0,8.73,3.45,0.0
20130405:1300,0.0,0.0,0.0,0.0,0.0,8.19,3.31,0.0
20130405:1400,0.0,0.0,0.0,0.0,0.0,7.9,3.1,0.0
20130405:1500,0.0,0.0,5.41,0.12,11.88,7.9,3.03,0.0
20130405:1600,31.6,0.0,50.48,1.1,21.5,8.1,3.38,0.0
20130405:1700,119.27,2.27,148.02,3.25,30.51,8.4,3.59,0.0
20130405:1800,78.09,0.0,104.56,2.27,38.29,8.83,3.59,0.0
20130405:1900,92.21,0.0,120.79,2.63,44.02,9.53,3.52,0.0
20130405:2000,67.32,0.0,92.84,2.02,46.74,10.08,3.38,0.0
20130405:2100,52.44,0.0,75.72,1.65,45.85,10.2,3.1,0.0
20130405:2200,25.38,0.0,43.27,0.94,41.55,10.67,3.03,0.0
20130405:2300,75.68,0.0,102.76,2.23,34.7,10.86,2.97,0.0
20130406:0000,66.26,0.0,91.94,2.0,26.49,10.8,2.83,0.0
20130406:0100,13.65,0.0,27.94,0.61,17.11,10.57,2.34,0.0
20130406:0200,1.53,0.0,9.01,0.2,7.35,9.78,2.14,0.0
20130406:0300,0.0,0.0,0.0,0.0,0.0,9.2,2.0,0.0
20130406:0400,0.0,0.0,0.0,0.0,0.0,8.77,2.14,0.0
20130406:0500,0.0,0.0,0.0,0.0,0.0,8.52,3.31,0.0
20130406:0600,0.0,0.0,0.0,0.0,0.0,8.32,4.69,0.0
20130406:0700,0.0,0.0,0.0,0.0,0.0,8.48,5.59,0.0
20130406:0800,0.0,0.0,0.0,0.0,0.0,8.28,5.93,0.0
20130406:0900,0.0,0.0,0.0,0.0,0.0,8.17,5.93,0.0
20130406:1000,0.0,0.0,0.0,0.0,0.0,8.09,5.93,0.0
20130406:1100,0.0,0.0,0.0,0.0,0.0,8.0,6.21,0.0
20130406:1200,0.0,0.0,0.0,0.0,0.0,7.78,6.62,0.0
20130406:1300,0.0,0.0,0.0,0.0,0.0,7.48,5.72,0.0
20130406:1400,0.0,0.0,0.0,0.0,0.0,7.5,4.9,0.0
20130406:1500,0.0,0.0,2.7,0.06,12.21,7.46,4.76,0.0
20130406:1600,0.0,0.0,5.41,0.12,21.84,7.31,4.28,0.0
20130406:1700,68.86,0.0,93.75,2.04,30.86,7.89,3.66,0.0
20130406:1800,138.57,3.68,167.98,3.7,38.66,8.5,3.59,0.0
20130406:1900,315.36,69.59,298.34,7.33,44.4,9.19,4.14,0.0
20130406:2000,575.16,329.71,342.86,11.27,47.12,9.91,4.0,0.0
20130406:2100,408.43,139.86,336.3,8.82,46.21,9.91,3.72,0.0
20130406:2200,564.82,360.25,300.22,10.47,41.87,10.01,3.79,0.0
20130406:2300,431.84,244.37,257.2,8.15,34.99,9.97,3.86,0.0
20130407:0000,81.1,0.0,108.17,2.35,26.75,9.34,3.66,0.0
20130407:0100,0.7,0.0,7.21,0.16,17.35,8.62,3.1,0.0
20130407:0200,5.71,0.0,16.23,0.35,7.59,8.07,3.1,0.0
20130407:0300,0.0,0.0,0.0,0.0,0.0,7.17,3.1,0.0
20130407:0400,0.0,0.0,0.0,0.0,0.0,6.7,3.24,0.0
20130407:0500,0.0,0.0,0.0,0.0,0.0,6.31,3.17,0.0
20130407:0600,0.0,0.0,0.0,0.0,0.0,6.0,2.97,0.0
20130407:0700,0.0,0.0,0.0,0.0,0.0,6.14,3.38,0.0
20130407:0800,0.0,0.0,0.0,0.0,0.0,5.97,3.17,0.0
20130407:0900,0.0,0.0,0.0,0.0,0.0,5.83,2.97,0.0
20130407:1000,0.0,0.0,0.0,0.0,0.0,5.75,2.62,0.0
20130407:1100,0.0,0.0,0.0,0.0,0.0,5.52,1.86,0.0
20130407:1200,0.0,0.0,0.0,0.0,0.0,5.38,2.28,0.0
20130407:1300,0.0,0.0,0.0,0.0,0.0,5.26,3.52,0.0
20130407:1400,0.53,0.0,6.76,0.16,2.77,5.66,4.21,0.0
20130407:1500,28.96,0.0,46.87,1.02,12.55,6.1,4.69,0.0
20130407:1600,16.68,0.0,31.55,0.69,22.18,6.65,4.83,0.0
20130407:1700,77.19,0.0,102.76,2.23,31.21,7.19,4.69,0.0
20130407:1800,136.53,2.44,166.06,3.65,39.03,7.48,4.34,0.0
20130407:1900,289.81,51.28,286.41,6.86,44.79,7.86,3.86,0.0
20130407:2000,343.19,78.35,320.03,7.86,47.51,8.02,3.52,0.0
20130407:2100,197.08,15.0,221.63,5.0,46.56,8.41,2.62,0.0
20130407:2200,175.77,11.15,202.28,4.53,42.19,8.49,2.07,0.0
20130407:2300,139.17,5.68,167.4,3.7,35.27,8.7,1.79,0.0
20130408:0000,114.95,5.72,140.41,3.12,27.0,8.77,1.79,0.0
20130408:0100,103.64,26.0,108.13,2.63,17.58,8.49,2.0,0.0
20130408:0200,28.3,5.75,42.16,0.98,7.82,7.81,2.07,0.0
20130408:0300,0.0,0.0,0.0,0.0,0.0,7.12,2.48,0.0
20130408:0400,0.0,0.0,0.0,0.0,0.0,6.61,2.55,0.0
20130408:0500,0.0,0.0,0.0,0.0,0.0,6.28,2.62,0.0
20130408:0600,0.0,0.0,0.0,0.0,0.0,5.74,2.62,0.0
20130408:0700,0.0,0.0,0.0,0.0,0.0,6.02,2.41,0.0
20130408:0800,0.0,0.0,0.0,0.0,0.0,5.77,2.55,0.0
20130408:0900,0.0,0.0,0.0,0.0,0.0,5.5,2.48,0.0
20130408:1000,0.0,0.0,0.0,0.0,0.0,5.3,2.28,0.0
20130408:1100,0.0,0.0,0.0,0.0,0.0,5.11,2.21,0.0
20130408:1200,0.0,0.0,0.0,0.0,0.0,4.79,2.34,0.0
20130408:1300,0.0,0.0,0.0,0.0,0.0,4.57,2.21,0.0
20130408:1400,0.0,0.0,1.69,0.04,3.1,4.59,2.0,0.0
20130408:1500,3.57,0.0,12.62,0.27,12.88,5.59,1.93,0.0
20130408:1600,61.91,0.0,85.63,1.86,22.52,6.93,2.28,0.0
20130408:1700,148.97,10.03,173.07,3.92,31.56,7.69,2.14,0.0
20130408:1800,17.89,0.0,33.35,0.73,39.4,8.32,2.07,0.0
20130408:1900,58.13,0.0,82.03,1.78,45.17,9.02,2.0,0.0
20130408:2000,420.61,147.98,347.53,9.25,47.88,9.44,1.86,0.0
20130408:2100,172.34,9.5,201.98,4.51,46.92,9.77,1.17,0.0
20130408:2200,249.34,40.19,259.91,6.1,42.51,10.4,0.76,0.0
20130408:2300,443.53,274.93,255.18,8.53,35.55,10.87,0.9,0.0
20130409:0000,493.51,466.48,123.4,8.41,27.25,11.2,1.52,0.0
20130409:0100,143.68,65.6,116.22,3.23,17.82,10.93,2.07,0.0
20130409:0200,34.76,11.18,46.44,1.14,8.06,10.14,2.21,0.0
20130409:0300,0.0,0.0,0.0,0.0,0.0,9.17,2.34,0.0
20130409:0400,0.0,0.0,0.0,0.0,0.0,8.42,2.34,0.0
20130409:0500,0.0,0.0,0.0,0.0,0.0,7.78,2.34,0.0
20130409:0600,0.0,0.0,0.0,0.0,0.0,7.45,2.62,0.0
20130409:0700,0.0,0.0,0.0,0.0,0.0,7.33,2.62,0.0
20130409:0800,0.0,0.0,0.0,0.0,0.0,6.95,2.76,0.0
20130409:0900,0.0,0.0,0.0,0.0,0.0,6.71,2.69,0.0
20130409:1000,0.0,0.0,0.0,0.0,0.0,6.61,2.62,0.0
20130409:1100,0.0,0.0,0.0,0.0,0.0,6.52,2.55,0.0
20130409:1200,0.0,0.0,0.0,0.0,0.0,6.66,2.69,0.0
20130409:1300,0.0,0.0,0.0,0.0,0.0,6.83,2.55,0.0
20130409:1400,0.89,0.0,7.61,0.18,3.43,6.98,2.62,0.0
20130409:1500,22.93,0.0,39.66,0.86,13.21,7.33,2.55,0.0
20130409:1600,15.9,0.0,30.65,0.67,22.85,7.64,2.69,0.0
20130409:1700,109.77,0.0,139.72,3.04,31.91,8.0,2.76,0.0
20130409:1800,296.93,74.71,272.82,6.94,39.76,7.96,2.41,0.0
20130409:1900,135.23,2.54,166.06,3.65,45.54,9.03,2.83,0.0
20130409:2000,178.32,10.52,205.64,4.61,48.26,8.82,2.76,0.0
20130409:2100,157.42,6.75,186.32,4.14,47.27,8.77,2.55,0.0
20130409:2200,44.99,0.0,66.7,1.45,42.82,8.96,2.07,0.0
20130409:2300,43.45,0.0,64.9,1.41,35.82,8.87,1.31,0.0
20130410:0000,51.18,0.0,73.92,1.61,27.5,8.74,1.59,0.0
20130410:0100,49.8,0.0,72.11,1.57,18.05,8.17,2.14,0.0
20130410:0200,0.32,0.0,6.31,0.14,8.29,7.81,2.62,0.0
20130410:0300,0.0,0.0,0.0,0.0,0.0,7.3,2.9,0.0
20130410:0400,0.0,0.0,0.0,0.0,0.0,7.0,3.1,0.0
20130410:0500,0.0,0.0,0.0,0.0,0.0,6.82,3.17,0.0
20130410:0600,0.0,0.0,0.0,0.0,0.0,6.77,3.24,0.0
20130410:0700,0.0,0.0,0.0,0.0,0.0,7.0,3.31,0.0
20130410:0800,0.0,0.0,0.0,0.0,0.0,7.05,3.52,0.0
20130410:0900,0.0,0.0,0.0,0.0,0.0,7.09,3.66,0.0
20130410:1000,0.0,0.0,0.0,0.0,0.0,7.13,4.0,0.0
20130410:1100,0.0,0.0,0.0,0.0,0.0,7.16,4.34,0.0
20130410:1200,0.0,0.0,0.0,0.0,0.0,7.26,4.69,0.0
20130410:1300,0.0,0.0,0.0,0.0,0.0,7.37,4.9,0.0
20130410:1400,0.89,0.0,7.61,0.18,3.76,7.55,5.03,0.0
20130410:1500,0.32,0.0,6.31,0.14,13.53,7.72,5.45,0.0
20130410:1600,22.18,0.0,38.76,0.84,23.18,7.9,5.79,0.0
20130410:1700,39.95,0.0,60.39,1.31,32.25,8.08,5.86,0.0
20130410:1800,316.97,88.68,280.07,7.29,40.12,8.55,3.86,0.0
20130410:1900,575.21,344.62,319.17,11.35,45.92,9.21,5.38,0.0
20130410:2000,855.96,855.54,153.89,15.29,48.64,9.88,5.79,0.0
20130410:2100,858.66,860.83,155.32,15.01,47.62,10.64,5.93,0.0
20130410:2200,793.31,793.36,151.64,13.72,43.13,11.45,4.76,0.0
20130410:2300,667.88,658.15,141.37,11.49,36.1,11.97,3.03,0.0
20130411:0000,492.75,468.49,123.53,8.57,27.75,12.11,1.45,0.0
20130411:0100,285.77,258.65,94.8,5.23,18.29,12.33,1.17,0.0
20130411:0200,16.89,0.0,32.45,0.71,8.52,11.74,1.86,0.0
20130411:0300,0.0,0.0,0.0,0.0,0.0,10.62,2.41,0.0
20130411:0400,0.0,0.0,0.0,0.0,0.0,9.55,2.34,0.0
20130411:0500,0.0,0.0,0.0,0.0,0.0,8.52,2.34,0.0
20130411:0600,0.0,0.0,0.0,0.0,0.0,7.89,2.21,0.0
20130411:0700,0.0,0.0,0.0,0.0,0.0,7.24,2.28,0.0
20130411:0800,0.0,0.0,0.0,0.0,0.0,6.88,2.07,0.0
20130411:0900,0.0,0.0,0.0,0.0,0.0,6.65,2.21,0.0
20130411:1000,0.0,0.0,0.0,0.0,0.0,6.56,2.48,0.0
20130411:1100,0.0,0.0,0.0,0.0,0.0,6.67,2.83,0.0
20130411:1200,0.0,0.0,0.0,0.0,0.0,6.44,3.03,0.0
20130411:1300,0.0,0.0,0.0,0.0,0.0,6.53,3.31,0.0
20130411:1400,5.14,0.0,15.21,0.35,4.08,6.4,3.59,0.0
20130411:1500,31.83,0.0,50.48,1.1,13.86,6.75,3.79,0.0
20130411:1600,150.44,34.89,150.76,3.98,23.51,7.15,4.07,0.0
20130411:1700,508.09,466.88,118.16,10.53,32.59,7.54,4.28,0.0
20130411:1800,681.55,655.54,137.1,13.13,40.48,8.07,4.0,0.0
20130411:1900,796.82,796.34,148.69,14.88,46.29,9.03,3.93,0.0
20130411:2000,695.48,523.31,299.87,13.17,49.01,9.47,3.52,0.0
20130411:2100,852.41,876.53,157.85,15.35,47.97,9.63,3.17,0.0
20130411:2200,793.43,808.07,154.19,14.03,43.44,9.82,2.62,0.0
20130411:2300,682.14,673.26,144.01,11.8,36.37,9.87,2.28,0.0
20130412:0000,513.89,481.26,124.9,8.82,27.99,9.79,2.28,0.0
20130412:0100,300.6,266.5,97.13,5.43,18.52,9.46,2.48,0.0
20130412:0200,80.25,72.25,53.37,2.1,8.75,8.9,2.28,0.0
20130412:0300,0.0,0.0,0.0,0.0,0.0,8.04,1.86,0.0
20130412:0400,0.0,0.0,0.0,0.0,0.0,7.0,1.52,0.0
20130412:0500,0.0,0.0,0.0,0.0,0.0,5.8,1.79,0.0
20130412:0600,0.0,0.0,0.0,0.0,0.0,5.18,2.41,0.0
20130412:0700,0.0,0.0,0.0,0.0,0.0,5.23,2.34,0.0
20130412:0800,0.0,0.0,0.0,0.0,0.0,5.13,2.48,0.0
20130412:0900,0.0,0.0,0.0,0.0,0.0,4.9,2.76,0.0
20130412:1000,0.0,0.0,0.0,0.0,0.0,4.67,3.1,0.0
20130412:1100,0.0,0.0,0.0,0.0,0.0,4.7,3.1,0.0
20130412:1200,0.0,0.0,0.0,0.0,0.0,4.78,2.76,0.0
20130412:1300,0.0,0.0,0.0,0.0,0.0,4.53,2.83,0.0
20130412:1400,0.0,0.0,4.23,0.1,4.41,4.47,2.76,0.0
20130412:1500,8.84,0.0,20.73,0.45,14.18,5.18,2.62,0.0
20130412:1600,28.18,0.0,45.97,1.0,23.84,6.17,2.83,0.0
20130412:1700,18.09,0.0,33.35,0.73,32.93,6.28,3.24,0.0
20130412:1800,33.41,0.0,52.28,1.14,40.83,6.2,3.17,0.0
20130412:1900,19.5,0.0,35.15,0.76,46.66,6.26,3.1,0.0
20130412:2000,36.51,0.0,55.89,1.22,49.38,5.76,2.9,0.0
20130412:2100,121.33,2.66,148.02,3.25,48.31,5.16,2.69,0.0
20130412:2200,21.07,0.0,36.96,0.8,43.75,4.84,3.31,0.0
20130412:2300,32.14,0.0,50.48,1.1,36.64,4.84,4.07,0.0
20130413:0000,32.91,0.0,51.38,1.12,28.24,4.84,4.62,0.0
20130413:0100,5.26,0.0,15.32,0.33,18.75,4.5,5.1,0.0
20130413:0200,4.14,0.0,13.52,0.29,8.98,4.42,5.66,0.0
20130413:0300,0.0,0.0,0.0,0.0,0.0,4.29,5.79,0.0
20130413:0400,0.0,0.0,0.0,0.0,0.0,4.35,5.93,0.0
20130413:0500,0.0,0.0,0.0,0.0,0.0,4.45,5.59,0.0
20130413:0600,0.0,0.0,0.0,0.0,0.0,4.25,5.52,0.0
20130413:0700,0.0,0.0,0.0,0.0,0.0,4.27,6.83,0.0
20130413:0800,0.0,0.0,0.0,0.0,0.0,4.36,6.69,0.0
20130413:0900,0.0,0.0,0.0,0.0,0.0,4.18,6.07,0.0
20130413:1000,0.0,0.0,0.0,0.0,0.0,3.93,5.38,0.0
20130413:1100,0.0,0.0,0.0,0.0,0.0,3.67,4.48,0.0
20130413:1200,0.0,0.0,0.0,0.0,0.0,3.57,3.31,0.0
20130413:1300,0.0,0.0,0.0,0.0,0.0,3.14,1.79,0.0
20130413:1400,0.0,0.0,2.54,0.06,4.73,3.17,1.1,0.0
20130413:1500,9.53,0.0,21.63,0.47,14.5,3.9,1.38,0.0
20130413:1600,130.21,15.4,145.93,3.49,24.16,4.55,1.52,0.0
20130413:1700,193.21,25.93,204.36,4.86,33.27,5.05,1.1,0.0
20130413:1800,189.58,14.15,213.21,4.84,41.19,5.53,0.48,0.0
20130413:1900,111.01,1.24,138.89,3.04,47.03,5.9,1.59,0.0
20130413:2000,172.9,9.03,199.12,4.45,49.75,5.9,1.72,0.0
20130413:2100,382.73,107.16,340.14,8.62,48.66,7.07,1.45,0.0
20130413:2200,503.72,272.29,324.23,10.13,44.05,7.9,1.03,0.0
20130413:2300,677.88,668.86,142.64,11.86,36.91,6.75,1.24,0.0
20130414:0000,89.59,0.0,117.18,2.55,28.48,7.28,1.17,0.0
20130414:0100,1.57,0.0,9.01,0.2,18.98,6.84,1.1,0.0
20130414:0200,24.42,0.0,41.46,0.9,9.21,6.72,1.03,0.0
20130414:0300,0.0,0.0,0.0,0.0,0.0,6.26,0.76,0.0
20130414:0400,0.0,0.0,0.0,0.0,0.0,5.95,0.76,0.0
20130414:0500,0.0,0.0,0.0,0.0,0.0,5.79,0.55,0.0
20130414:0600,0.0,0.0,0.0,0.0,0.0,4.21,0.97,0.0
20130414:0700,0.0,0.0,0.0,0.0,0.0,5.09,0.55,0.0
20130414:0800,0.0,0.0,0.0,0.0,0.0,5.01,0.69,0.0
20130414:0900,0.0,0.0,0.0,0.0,0.0,4.13,0.97,0.0
20130414:1000,0.0,0.0,0.0,0.0,0.0,3.02,1.24,0.0
20130414:1100,0.0,0.0,0.0,0.0,0.0,2.34,1.52,0.0
20130414:1200,0.0,0.0,0.0,0.0,0.0,2.41,1.72,0.0
20130414:1300,0.0,0.0,0.0,0.0,0.0,2.73,2.0,0.0
20130414:1400,14.22,0.0,27.89,0.65,5.04,2.9,2.21,0.0
20130414:1500,72.67,17.08,86.03,2.59,14.81,3.48,2.21,0.0
20130414:1600,84.4,0.0,109.97,2.39,24.48,4.61,2.07,0.0
20130414:1700,203.17,31.15,210.27,5.08,33.6,5.84,1.79,0.0
20130414:1800,101.31,0.0,129.8,2.82,41.53,6.48,1.38,0.0
20130414:1900,286.93,44.56,293.25,6.96,47.39,7.71,1.59,0.0
20130414:2000,395.46,112.93,350.4,8.98,50.11,8.36,1.93,0.0
20130414:2100,500.69,227.76,361.12,10.49,49.0,8.81,2.14,0.0
20130414:2200,616.85,449.17,282.98,11.58,44.36,9.09,2.21,0.0
20130414:2300,677.11,667.43,142.01,11.9,37.18,9.29,2.14,0.0
20130415:0000,511.17,478.0,124.17,8.96,28.72,9.23,2.07,0.0
20130415:0100,301.01,267.86,96.63,5.61,19.21,8.95,1.79,0.0
20130415:0200,83.5,74.41,55.38,2.27,9.43,8.51,0.9,0.0
20130415:0300,0.0,0.0,0.0,0.0,0.0,7.95,0.48,0.0
20130415:0400,0.0,0.0,0.0,0.0,0.0,7.61,0.41,0.0
20130415:0500,0.0,0.0,0.0,0.0,0.0,6.73,0.83,0.0
20130415:0600,0.0,0.0,0.0,0.0,0.0,6.92,0.69,0.0
20130415:0700,0.0,0.0,0.0,0.0,0.0,6.84,0.55,0.0
20130415:0800,0.0,0.0,0.0,0.0,0.0,6.4,0.9,0.0
20130415:0900,0.0,0.0,0.0,0.0,0.0,4.91,1.17,0.0
20130415:1000,0.0,0.0,0.0,0.0,0.0,4.98,0.97,0.0
20130415:1100,0.0,0.0,0.0,0.0,0.0,4.53,0.97,0.0
20130415:1200,0.0,0.0,0.0,0.0,0.0,4.12,0.97,0.0
